combo_id,filter_combo,factor_combo,ic_mean,ic_ir,ic_positive_ratio,long_short_return,long_short_sharpe,max_drawdown,total_score
66014,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.5, 'macd': 0.5}",-0.06208528638294815,-0.18145349288359783,0.3709677419354839,-0.529469945214667,-0.938569660269255,-0.06349465557295392,0.22399790911589362
9298,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.6, 'macd': 0.4}",-0.05558427330501859,-0.1605140610161417,0.41935483870967744,0.012179649306280169,0.023017241967308182,-0.05747975763061711,0.2188608433832066
63226,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.7, 'macd': 0.30000000000000004}",-0.046003723730854235,-0.13604397942156535,0.45161290322580644,0.012179649306280169,0.023017241967308182,-0.05747975763061709,0.19928477810754552
97455,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.3, 'bollinger': 0.7}",-0.04867195897112089,-0.15253708186326312,0.43548387096774194,-0.4459575157105039,-2.650518210033108,-0.023106472934721053,0.21432750784570348
14437,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.4, 'bollinger': 0.6}",-0.04677967155179454,-0.1460785208756065,0.45161290322580644,-0.3535385128089225,-2.0014177421470514,-0.023106472934721255,0.20916065905557812
21881,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.5, 'bollinger': 0.5}",-0.048438101001643266,-0.15064797171907227,0.41935483870967744,-0.3535385128089226,-2.001417742147052,-0.009885792330356975,0.21722311326513882
946,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.6, 'bollinger': 0.4}",-0.0445527974981158,-0.136688176146698,0.5,4.212341360065217,8.054755163685806,-0.03088781203841202,0.6990546035712211
92352,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.7, 'bollinger': 0.30000000000000004}",-0.04590904635602963,-0.13770362825045884,0.5,6.050293352913727,16.180218689418908,0.0,0.7101629026003671
47236,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.3, 'atr': 0.7}",0.0019449901799128728,0.006580113939433525,0.532258064516129,2.010068066926844,6.914508658738552,-0.015599084329812244,0.6000643963749427
99828,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.4, 'atr': 0.6}",-0.01477594343713696,-0.04878941231394567,0.5,6.155928990588906,17.37003361233207,0.0,0.6390315298511565
80882,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.5, 'atr': 0.5}",-0.02811365844148177,-0.08956389699435621,0.43548387096774194,5.478441150250271,13.97049669102869,-0.0037011365386848995,0.6704174054159234
55594,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.6, 'atr': 0.4}",-0.037241626691909765,-0.11533810219936409,0.3870967741935484,5.59793041520802,14.55768247251433,-0.0018044815393555406,0.6916689879130394
49292,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.7, 'atr': 0.30000000000000004}",-0.0369259335252781,-0.11481781361059777,0.41935483870967744,6.022824936000756,14.631191680800603,-0.010645209561397305,0.6883058477013457
36577,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.3, 'kdj': 0.7}",-0.058390726763104896,-0.18502034201153938,0.4838709677419355,3.7056780695763134,8.71169030356249,-0.015680547921036965,0.7427894243022191
43835,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.4, 'kdj': 0.6}",-0.06635533645339958,-0.2054547678940804,0.4838709677419355,3.3487331582850466,7.729549364586526,-0.015680547921036982,0.759136965008252
54437,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.5, 'kdj': 0.5}",-0.07281813333070308,-0.2268332031376845,0.4838709677419355,3.1853154863721187,7.58936184791605,0.0,0.7814665625101477
85174,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.6, 'kdj': 0.4}",-0.06788559421116057,-0.21098865273890158,0.46774193548387094,4.398926640227216,23.402948279464557,0.0,0.7687909221911212
73665,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.7, 'kdj': 0.30000000000000004}",-0.06096251842826615,-0.189400936123628,0.46774193548387094,5.5866810889292395,11.269955582015001,-0.002313986540300381,0.7507494200521355
94765,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.3, 'cci': 0.7}",-0.07259500852990468,-0.24110020164803989,0.3548387096774194,-1.9588242298866294,-5.977417297044104,-0.05074316703470726,0.2759657723068628
38650,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.4, 'cci': 0.6}",-0.07328713629990023,-0.24115894173621216,0.41935483870967744,0.6727974395278858,3.7571235450262437,-0.000702432273904904,0.7926930092976682
97256,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.5, 'cci': 0.5}",-0.06370842469104286,-0.20427387832871266,0.46774193548387094,7.066454407924452,19.209937250015138,0.0,0.7634191026629701
83587,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.6, 'cci': 0.4}",-0.058734343034864286,-0.1854208692817924,0.43548387096774194,5.463958471008222,13.075345272912198,-0.011484485793020551,0.744508533494427
46274,"min_volume,price_range,exclude_kcb","{'ma5_bias': 0.7, 'cci': 0.30000000000000004}",-0.05440750329037137,-0.16828012831968434,0.46774193548387094,4.130889257871996,7.748626359110833,-0.03264431457296053,0.7237426644647607
15767,"min_volume,price_range,exclude_kcb","{'ma5_slope': 0.3, 'v_ratio10': 0.7}",-0.007275892847743317,-0.02639207219259267,0.5161290322580645,1.1900608590635067,1.8771525345817413,-0.03453458734705371,0.5973173820965637
32635,"min_volume,price_range,exclude_kcb","{'ma5_slope': 0.4, 'v_ratio10': 0.6}",-0.01382713426917736,-0.049725174886806126,0.46774193548387094,-3.4071884465380706,-7.870594287542191,-0.07898205454979904,0.11345278839284521
49262,"min_volume,price_range,exclude_kcb","{'ma5_slope': 0.5, 'v_ratio10': 0.5}",-0.01799538817266764,-0.06203171627704737,0.46774193548387094,-2.350609391557735,-5.034441969847725,-0.07455569040830964,0.12477347621886803
87561,"min_volume,price_range,exclude_kcb","{'ma5_slope': 0.6, 'v_ratio10': 0.4}",-0.020352445549559443,-0.06745952914932843,0.46774193548387094,-0.27797749933731497,-0.6651561065760512,-0.04384149023444266,0.1393537932413152
94552,"min_volume,price_range,exclude_kcb","{'ma5_slope': 0.7, 'v_ratio10': 0.30000000000000004}",-0.02162304610484904,-0.06994274244117062,0.5,-1.0145184819274708,-2.727450693236742,-0.043841490234442615,0.14134036387478896
51682,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.3, 'ma5_slope': 0.7}",-0.005175670105982349,-0.0185578610764533,0.49743589743589745,0.4412005255053914,0.8493841288728633,-0.29787323019146433,0.36521394032119564
62235,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.4, 'ma5_slope': 0.6}",-0.004628337899139128,-0.016486997835007778,0.49743589743589745,0.4591887538451543,0.9121764318452817,-0.2292227462252766,0.40351291168453474
47931,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.5, 'ma5_slope': 0.5}",0.00045210406158222185,0.0015926449197707184,0.517948717948718,0.59887168149903,1.2029602918135456,-0.3247949642714313,0.4215701451171711
51889,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.6, 'ma5_slope': 0.4}",0.0019035315275189738,0.006624493585657818,0.5230769230769231,0.734023994834875,1.4784050479323196,-0.2845646941005965,0.45828520162822606
14223,"min_volume,price_range,exclude_bse","{'ma5_bias': 0.7, 'ma5_slope': 0.30000000000000004}",0.0076396850448082945,0.026509241681258493,0.517948717948718,0.5438326398556471,1.0992948008960177,-0.2466707833688412,0.4489132789783282
