weights,ic_mean,ic_ir,long_short_return,sharpe_ratio,max_drawdown,win_rate
"{'ma5_bias': -1, 'ma5_slope': 0, 'v_ratio10': 1, 'cost_peak': -1}",0.01881517510313518,0.11253579508761016,-0.31299992515013614,-1.3632368362150677,-0.2872925967193138,0.5
"{'ma5_bias': -1, 'ma5_slope': 0, 'v_ratio10': 1, 'cost_peak': -0.5}",0.011130381531399685,0.06927490228534934,-0.2989611472959316,-1.3361301231086207,-0.2613673781674382,0.5
"{'ma5_bias': -1, 'ma5_slope': 0, 'v_ratio10': 1, 'cost_peak': 0}",-0.002315177162251844,-0.016039174612295,-0.34485183896890603,-1.6145209471962516,-0.2741809293889692,0.5
"{'ma5_bias': -1, 'ma5_slope': 0, 'v_ratio10': 1, 'cost_peak': 0.5}",-0.022377059095933474,-0.16368655355444914,-0.43603914852652886,-2.1837441587255717,-0.31404977109697535,0.5
"{'ma5_bias': -1, 'ma5_slope': 0, 'v_ratio10': 1, 'cost_peak': 1}",-0.032791435892706604,-0.2268004028301509,-0.3091084473385181,-1.5340200269086592,-0.2437011975260665,0.5
"{'ma5_bias': -1, 'ma5_slope': 0.5, 'v_ratio10': -1, 'cost_peak': -1}",0.03827729384603124,0.25333408286343206,-0.27641240292486374,-1.2610287809058864,-0.24892394126315487,0.5
"{'ma5_bias': -1, 'ma5_slope': 0.5, 'v_ratio10': -1, 'cost_peak': -0.5}",0.037024654877001545,0.2554589840845383,-0.2611731034672297,-1.2287326840518875,-0.3452511837516173,0.5
"{'ma5_bias': -1, 'ma5_slope': 0.5, 'v_ratio10': -1, 'cost_peak': 0}",0.031169551961654645,0.22946806557038657,-0.19646882887972306,-0.9767433531745332,-0.21676340474264233,0.5
"{'ma5_bias': -1, 'ma5_slope': 0.5, 'v_ratio10': -1, 'cost_peak': 0.5}",0.022369692309148207,0.17029848775792308,-0.04691956688346859,-0.250440631654416,-0.17722899376597254,0.5
"{'ma5_bias': -1, 'ma5_slope': 0.5, 'v_ratio10': -1, 'cost_peak': 1}",0.012242098665876257,0.08941173078087819,-0.11506168077190226,-0.6134614204579893,-0.2366678277007869,0.5
"{'ma5_bias': -1, 'ma5_slope': 0.5, 'v_ratio10': -0.5, 'cost_peak': -1}",0.03656508251364028,0.2293310197985374,-0.3194426380089677,-1.4867465058452767,-0.35222404121843165,0.5
"{'ma5_bias': -1, 'ma5_slope': 0.5, 'v_ratio10': -0.5, 'cost_peak': -0.5}",0.03629644960805217,0.2326867559510703,-0.2685058371812601,-1.2597910988355092,-0.2903909460962203,0.5
